,"0,0","1,0","1,1","2,0","2,1","2,2","3,0","3,1","3,2","3,3"
0,1.0,0.32235969250906965,0.5822879477400135,0.10391577135454194,0.3754123275704159,0.33905925408327664,0.03349825610069292,0.1815267037195701,0.3278971106659187,0.19743011722241094
1,1.0,0.9031343443747235,0.4185700864012112,0.8156516439891617,0.7560500411136585,0.1752009172299174,0.7366430127323169,1.0242221372935,0.47468989654887495,0.07333386306249798
2,1.0,0.22483563598523287,0.5158694569647428,0.050551063208884146,0.23197167488404935,0.26612129662909867,0.011365680446299172,0.07823324857967237,0.17950065293045464,0.1372838487788064
3,1.0,0.3434256425145296,0.8077462614374572,0.11794117193651749,0.5548015576457359,0.6524540228661889,0.040504022751215125,0.28579962210382304,0.6722083260420315,0.5270172977299934
4,1.0,0.5788144702727135,0.43263106877723656,0.3350261909970819,0.5008262457956281,0.18716964167133399,0.1939180072694609,0.4348282172383024,0.32500949098538034,0.08097540211892162
5,1.0,0.5062185471324702,0.2975714877243352,0.2562572174609089,0.30127241236772134,0.0885487903064742,0.1297221563152708,0.22876452431982347,0.1344751199378434,0.02634959526768772
6,1.0,0.4304219183463687,0.9982805125428963,0.1852630277929681,0.8593636265130192,0.9965639817229077,0.07974126782130596,0.5548334110212392,1.2868289423042085,0.9948504024561339
7,1.0,0.21147019214700374,0.4237646953759296,0.044719642166690686,0.17922720311252868,0.1795765170470544,0.00945687132173533,0.05685181662026476,0.11392524169509087,0.07609818804311544
8,1.0,0.0987512806448629,0.563345592116867,0.009751815429000473,0.11126219733435838,0.31735825615750346,0.0009630042622261298,0.016480926711194013,0.09401860265632174,0.1787823747282251
9,1.0,0.6368499612497771,0.5789341765680697,0.4055778731438426,0.7373884158270936,0.3351647807985489,0.25829225279542317,0.7044086760682785,0.6403490329915377,0.19403834638622547
10,1.0,0.30604411624908934,0.732998231614197,0.09366300109068611,0.4486595920130244,0.5372864075495399,0.02866501039403652,0.20596444250145457,0.49330003131344097,0.3938299866041575
