x_1,x_2,Class_label
-0.184939058,0.419844198,1
1.95537933,0.009397336,1
-0.544342711,0.253330533,0
-0.107305091,0.985076706,0
0.760169126,0.0446487499,0
0.492632675,-0.293950721,1
0.213300721,1.46275327,0
-0.593598141,0.0224204169,0
-1.00899912,0.372354997,0
0.974046278,0.411436167,0
-0.245066558,0.797680572,0
-0.892403665,0.990509342,0
0.453732973,0.652984823,0
-0.981632962,0.757462776,0
-0.939164375,0.0930138676,0
-0.440649311,0.486701161,0
-0.298292421,0.790787711,0
-0.813501026,0.859033983,0
0.762431897,0.596594762,0
0.628326197,1.20129226,0
1.30986212,-0.241072865,1
-0.84181324,0.273088466,0
0.987575201,-0.272552951,1
1.03436448,-0.387173275,1
-0.290105152,-0.0974915817,1
1.4126415,-0.0041054034,1
1.706756,-0.26866398,1
-0.826848783,0.66474722,0
-0.117288269,1.18302073,0
-0.44074497,0.700855342,0
0.415918521,1.29282492,0
-0.0445780604,0.215217689,1
1.39479733,-0.357218562,1
0.859747579,-0.521544918,1
-0.0826404538,0.149695076,1
0.377620891,0.546511247,0
1.46073692,-0.923763428,1
0.626782042,0.93780572,0
1.61200449,-0.342365427,1
0.388096506,-0.308398236,1
0.638887822,0.686693252,0
-0.941356216,0.415566391,0
0.377116569,-0.184042596,1
1.66245476,0.0614442021,1
0.80354771,-0.763362003,1
1.03301035,-0.499021535,1
0.638397016,-0.48048004,1
-0.201346961,0.872003279,0
0.0797432434,0.166400838,1
1.74850169,0.19560638,1
1.08728111,-0.0048003409,1
0.214775908,0.0554056579,1
0.728432844,-0.626919316,1
1.62324473,0.159177729,1
1.56269853,0.301458311,1
-0.111821956,1.06113506,0
-0.0155257185,-0.0271146344,1
0.236166616,0.812311632,0
1.37800281,-0.0430103812,0
0.346498806,-0.552485446,1
-1.09899818,0.851633641,0
1.06076178,-0.182600473,1
0.42539662,-0.624758592,1
0.172247125,1.13111429,0
1.4385421,-0.328944233,1
-1.31975904,0.402291061,0
-0.771424639,0.804893578,0
1.35646269,-0.250748027,1
0.0054374347,0.190162763,1
0.968810914,0.701972783,0
-1.02950605,0.352823013,0
2.20478294,-0.319602528,1
1.48344305,-0.269250121,1
0.66000993,-0.590483591,1
-0.68911341,1.09563681,0
2.1820206,0.241342905,1
1.34300434,-0.136389089,1
1.03794248,0.417677941,0
0.671537541,0.378432206,0
0.620911991,-0.503379041,1
0.752444045,0.749076356,0
1.33264035,-0.293250464,1
-0.722347,0.721820795,0
0.317040755,0.61727709,1
0.938405081,-0.799320293,1
0.974274811,-0.360634257,1
1.06358201,0.500816816,0
0.665055282,-0.395784251,1
1.01015224,-0.787033289,1
