x_1,x_2,Class_label
-334.267693,27.378925,1
-336.674796,-64.5031035,1
-314.742643,-760.59926,0
-323.564503,114.847508,1
-331.777776,27.3621617,1
-338.029811,-43.2028375,1
-343.928607,-19.6299088,1
-340.898611,-39.7638517,1
-354.90865,-807.03675,0
-337.059092,12.7178827,1
-342.382121,-44.4372931,1
-325.378499,-690.359842,0
-331.811558,62.7253753,1
-371.989508,-789.473937,0
-335.119829,18.9709294,1
-411.373727,-904.550901,0
-311.9866,-722.073476,0
-334.738956,1.58370254,1
-310.222,-725.567928,0
-356.684745,-106.473372,1
-333.480266,46.7795038,1
-310.445853,-682.289932,0
-313.620723,-682.926476,0
-352.085008,-99.4005839,1
-273.648914,-661.959444,0
-209.941638,-568.708113,0
-299.309427,-715.709411,0
-400.790898,-858.278231,0
-342.023518,21.2234748,1
-335.246845,-12.7843421,1
-338.916075,0.369137123,1
-439.69457,-946.344001,0
-339.920954,-753.522634,0
-346.069708,-749.16181,0
-325.381742,92.7019919,1
-322.18119,63.0353572,1
-332.963533,-713.727829,0
-251.146029,-594.240902,0
-319.759278,-778.009955,0
-340.330982,-22.510268,1
-423.085749,-888.015453,0
-312.734183,175.066308,1
-338.818044,-27.3890593,1
-268.324956,-704.712196,0
-377.591329,-800.648023,0
-415.797754,-834.694563,0
-340.629389,-55.2445074,1
-313.200836,-709.642108,0
-323.522486,-728.601776,0
-286.782752,-643.84968,0
-431.137173,-882.84496,0
-334.394807,12.02997,1
-453.670645,-913.997159,0
-346.288783,-69.3418679,1
-280.254488,-621.154918,0
-203.992965,-545.973691,0
-332.273559,-724.018733,0
-297.274946,-679.196168,0
-349.816887,-82.3084547,1
-389.08132,-863.178697,0
-332.167102,-774.473952,0
-313.822505,170.369846,1
-304.586859,-669.921113,0
-313.22539,-716.688055,0
-337.316999,-738.442808,0
-394.925444,-339.974952,1
-326.22253,75.2086241,1
-354.246171,-733.910887,0
-303.768651,-657.673158,0
-355.596415,-768.970211,0
-333.315781,43.152321,1
-349.310158,-65.9943403,1
-335.498912,54.2285363,1
-347.296862,-27.2451834,1
-365.521177,-178.78115,1
-341.001145,-26.6709277,1
-370.38163,-233.696675,1
-380.058476,-829.421541,0
-330.739937,33.6819923,1
-337.292447,-1.38765247,1
-374.870701,-246.669904,1
-354.6448,-51.5587022,1
-337.771578,5.3703884,1
-346.189362,-87.5194648,1
-340.390308,-753.847474,0
-348.842096,-719.379839,0
-338.113429,-724.306546,0
-305.220671,-701.523798,0
-312.671033,-684.204514,0
-418.807946,-866.450896,0
-320.769629,-750.249182,0
-280.449788,-660.319549,0
-294.327135,-666.279503,0
-323.871977,45.1399566,1
-356.120023,-134.346335,1
-413.362436,-889.407988,0
-358.51114,-777.679523,0
-344.739105,-42.0451111,1
-325.067273,93.1505569,1
-266.253651,-630.58892,0
-308.555895,-708.832168,0
-339.216612,-712.073009,0
-330.048996,61.1410782,1
-327.501978,84.246052,1
-295.7821,-721.829456,0
-298.603059,-652.081239,0
-333.333773,60.4814544,1
-337.829203,-3.95527649,1
-316.658661,137.668759,1
-353.696416,-91.3949511,1
-341.040293,-769.565935,0
-334.05583,-772.618853,0
-307.883189,186.212338,1
-328.271544,83.569411,1
-312.051638,163.81851,1
-345.554403,-759.964141,0
-337.095937,43.7560875,1
-362.811859,-138.372798,1
-444.891671,-882.396127,0
