x_1,x_2,Class_label
-39.0835141,-137.741086,0
-119.308868,12.8542952,1
-122.178296,3.66208229,1
-119.007127,-76.3120874,0
-49.9696744,-126.496624,0
-111.475013,-129.125537,0
-46.5544174,-121.862416,0
-84.8402604,-116.843888,0
-38.6513103,90.4030137,1
-94.6881922,-98.174026,0
-118.181067,-77.7929902,0
3.88638312,-184.427218,0
-102.72315,50.2971503,1
-148.626957,21.5008117,1
-87.4617744,16.8735815,1
-43.7556844,37.2957473,1
-176.4094,3.27843269,1
-147.259388,46.534824,1
-80.6045259,68.016811,1
-17.1836399,57.6780702,1
-129.930384,29.8956265,1
-116.016754,-79.655566,0
-92.2662307,-100.914926,0
-75.8411083,-123.42401,0
-63.7637543,-123.925225,0
-56.5400978,-101.408687,0
-158.619491,33.5137897,1
-172.86429,-31.3595993,1
-99.1524352,56.1697241,1
-22.8017441,59.4462669,1
-116.106994,-82.8377063,0
-146.629874,16.5341959,1
-24.9946353,53.8292664,1
-110.996575,-84.5158467,0
-121.781158,3.63123684,1
-21.3150649,-154.274581,0
-106.333037,-109.9398,0
-68.5137533,-83.0253402,0
-53.9772937,-127.249737,0
-107.046401,-103.328339,0
-129.204897,-85.8611134,0
-6.3246963,-122.450725,0
-82.4995561,52.4631934,1
-191.70491,-35.0805838,1
-40.5658159,31.9668841,1
-70.5735397,-80.3476165,0
-57.7388372,-112.065881,0
-90.392488,29.8517945,1
-47.6188905,-92.3265139,0
-68.8667467,62.1232546,1
-109.721281,-19.4282577,1
-113.413105,12.3016045,1
-126.590447,-98.6648001,0
-44.6721775,58.9911539,1
-51.0751788,65.5163608,1
-52.6852022,57.0931402,1
-7.83704574,52.9818195,1
-132.921977,9.38483432,1
-163.317237,-48.3736412,1
-135.934157,25.4376975,1
-126.456544,-83.1074482,0
-142.898764,-91.9933954,0
-102.412584,41.8288118,1
-111.829651,-85.6076665,0
-71.5806174,28.4228328,1
-122.097968,-93.9867608,0
-79.1372611,41.6576763,1
-7.75826246,55.042346,1
-80.6684638,-113.804686,0
-118.407577,-103.576146,0
-43.4750815,-166.771084,1
-98.3907636,38.8445658,0
-130.831119,-74.5682951,0
-29.9307828,-141.778541,0
-14.3101604,-151.605868,0
-50.3225855,-124.626546,0
-126.824852,-63.7475866,0
-109.380312,43.0256287,1
-63.4890716,74.4476759,1
-129.798891,-102.855246,0
-55.5985,-135.754651,0
-37.9599235,55.1016894,1
-176.706968,-38.4141461,1
-57.7987589,-126.315872,0
-37.0718303,68.6347698,1
-98.9907294,-97.5678615,0
-95.8168751,-116.450768,0
-12.2115286,-166.923794,0
-72.727059,-95.2318001,0
-115.418817,-57.7674206,0
-10.9635859,-146.169428,0
-151.067809,-107.129458,1
-64.0496661,-120.350101,0
-78.5511184,20.8013967,1
-116.47215,-97.9731007,0
-27.4272899,83.0773059,1
-66.9273743,-97.8573779,0
-24.8288822,75.3991192,1
-110.094444,-109.872528,0
-91.6005678,-98.7703079,0
-24.3302797,-127.235933,0
-143.424727,-56.8093955,0
-119.304148,-93.7616608,0
-141.122273,-89.3374116,0
